Start Date,1/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,11/15/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp
3/9/2018,,,IG1,40.3,0.000003033,0.000279493,0.001446042,0.005310354,1.202,111.425,IG1,40.3,0.000003033,0.000279493,0.001446042,0.005310354,1.518,104.447,IG1,40.3,0.000003033,0.000279493,0.001446042,0.005310354,2.764,95.105,IG1,40.3,0.000003033,0.000279493,0.001446042,0.005310354,,,IG1,40.3,0.000003033,0.000279493,0.001446042,0.005310354,,,IG1,40.3,0.000003033,0.000279493,0.001446042,0.005310354
3/12/2018,,,IG1,40.1,0.000002943,0.000274968,0.001430106,0.005269687,1.182,111.586,IG1,40.1,0.000002943,0.000274968,0.001430106,0.005269687,1.498,104.63,IG1,40.1,0.000002943,0.000274968,0.001430106,0.005269687,2.766,95.087,IG1,40.1,0.000002943,0.000274968,0.001430106,0.005269687,,,IG1,40.1,0.000002943,0.000274968,0.001430106,0.005269687,,,IG1,40.1,0.000002943,0.000274968,0.001430106,0.005269687
3/13/2018,,,IG1,40.2,0.000002994,0.000277622,0.001439696,0.005295133,1.174,111.646,IG1,40.2,0.000002994,0.000277622,0.001439696,0.005295133,1.497,104.639,IG1,40.2,0.000002994,0.000277622,0.001439696,0.005295133,2.757,95.173,IG1,40.2,0.000002994,0.000277622,0.001439696,0.005295133,,,IG1,40.2,0.000002994,0.000277622,0.001439696,0.005295133,,,IG1,40.2,0.000002994,0.000277622,0.001439696,0.005295133
3/14/2018,,,IG1,40.5,0.000003358,0.000296326,0.001506899,0.00547342,1.17,111.676,IG1,40.5,0.000003358,0.000296326,0.001506899,0.00547342,1.499,104.621,IG1,40.5,0.000003358,0.000296326,0.001506899,0.00547342,2.726,95.459,IG1,40.5,0.000003358,0.000296326,0.001506899,0.00547342,,,IG1,40.5,0.000003358,0.000296326,0.001506899,0.00547342,,,IG1,40.5,0.000003358,0.000296326,0.001506899,0.00547342
3/15/2018,,,IG1,40.6,0.000003387,0.000297866,0.001512687,0.005489875,1.188,111.518,IG1,40.6,0.000003387,0.000297866,0.001512687,0.005489875,1.534,104.284,IG1,40.6,0.000003387,0.000297866,0.001512687,0.005489875,2.748,95.26,IG1,40.6,0.000003387,0.000297866,0.001512687,0.005489875,,,IG1,40.6,0.000003387,0.000297866,0.001512687,0.005489875,,,IG1,40.6,0.000003387,0.000297866,0.001512687,0.005489875
3/16/2018,,,IG1,40.2,0.00000301,0.000278734,0.00144437,0.005310142,1.186,111.531,IG1,40.2,0.00000301,0.000278734,0.00144437,0.005310142,1.536,104.271,IG1,40.2,0.00000301,0.000278734,0.00144437,0.005310142,2.746,95.274,IG1,40.2,0.00000301,0.000278734,0.00144437,0.005310142,,,IG1,40.2,0.00000301,0.000278734,0.00144437,0.005310142,,,IG1,40.2,0.00000301,0.000278734,0.00144437,0.005310142
3/19/2018,,,IG1,39.8,0.000002817,0.000268407,0.001406675,0.00520888,1.213,111.31,IG1,39.8,0.000002817,0.000268407,0.001406675,0.00520888,1.577,103.88,IG1,39.8,0.000002817,0.000268407,0.001406675,0.00520888,2.774,95.015,IG1,39.8,0.000002817,0.000268407,0.001406675,0.00520888,,,IG1,39.8,0.000002817,0.000268407,0.001406675,0.00520888,,,IG1,39.8,0.000002817,0.000268407,0.001406675,0.00520888
3/20/2018,,,IG1,39.7,0.000002779,0.000266242,0.001398546,0.005186261,1.229,111.177,IG1,39.7,0.000002779,0.000266242,0.001398546,0.005186261,1.598,103.684,IG1,39.7,0.000002779,0.000266242,0.001398546,0.005186261,2.84,94.411,IG1,39.7,0.000002779,0.000266242,0.001398546,0.005186261,,,IG1,39.7,0.000002779,0.000266242,0.001398546,0.005186261,,,IG1,39.7,0.000002779,0.000266242,0.001398546,0.005186261
3/21/2018,,,IG1,40.1,0.000003127,0.000284384,0.001463699,0.005357353,1.221,111.236,IG1,40.1,0.000003127,0.000284384,0.001463699,0.005357353,1.573,103.915,IG1,40.1,0.000003127,0.000284384,0.001463699,0.005357353,2.873,94.117,IG1,40.1,0.000003127,0.000284384,0.001463699,0.005357353,,,IG1,40.1,0.000003127,0.000284384,0.001463699,0.005357353,,,IG1,40.1,0.000003127,0.000284384,0.001463699,0.005357353
3/22/2018,,,IG1,40.3,0.00000335,0.000295965,0.001505749,0.005470916,1.17,111.64,IG1,40.3,0.00000335,0.000295965,0.001505749,0.005470916,1.519,104.422,IG1,40.3,0.00000335,0.000295965,0.001505749,0.005470916,2.794,94.845,IG1,40.3,0.00000335,0.000295965,0.001505749,0.005470916,4.018,99.851,IG1,40.3,0.00000335,0.000295965,0.001505749,0.005470916,,,IG1,40.3,0.00000335,0.000295965,0.001505749,0.005470916
3/23/2018,,,IG1,40.7,0.000003791,0.000317185,0.001579874,0.005662348,1.18,111.551,IG1,40.7,0.000003791,0.000317185,0.001579874,0.005662348,1.525,104.364,IG1,40.7,0.000003791,0.000317185,0.001579874,0.005662348,2.815,94.649,IG1,40.7,0.000003791,0.000317185,0.001579874,0.005662348,3.978,100.182,IG1,40.7,0.000003791,0.000317185,0.001579874,0.005662348,,,IG1,40.7,0.000003791,0.000317185,0.001579874,0.005662348
3/26/2018,,,IG1,41.4,0.000004068,0.000329967,0.001623932,0.005775276,1.182,111.532,IG1,41.4,0.000004068,0.000329967,0.001623932,0.005775276,1.524,104.372,IG1,41.4,0.000004068,0.000329967,0.001623932,0.005775276,2.815,94.652,IG1,41.4,0.000004068,0.000329967,0.001623932,0.005775276,3.998,100.013,IG1,41.4,0.000004068,0.000329967,0.001623932,0.005775276,,,IG1,41.4,0.000004068,0.000329967,0.001623932,0.005775276
3/27/2018,,,IG1,41.3,0.000003884,0.000321847,0.001596824,0.005709084,1.16,111.708,IG1,41.3,0.000003884,0.000321847,0.001596824,0.005709084,1.491,104.681,IG1,41.3,0.000003884,0.000321847,0.001596824,0.005709084,2.787,94.905,IG1,41.3,0.000003884,0.000321847,0.001596824,0.005709084,3.908,100.752,IG1,41.3,0.000003884,0.000321847,0.001596824,0.005709084,,,IG1,41.3,0.000003884,0.000321847,0.001596824,0.005709084
3/28/2018,,,IG1,41.2,0.000003779,0.000317043,0.00158045,0.005667967,1.159,111.699,IG1,41.2,0.000003779,0.000317043,0.00158045,0.005667967,1.489,104.69,IG1,41.2,0.000003779,0.000317043,0.00158045,0.005667967,2.737,95.372,IG1,41.2,0.000003779,0.000317043,0.00158045,0.005667967,3.902,100.805,IG1,41.2,0.000003779,0.000317043,0.00158045,0.005667967,,,IG1,41.2,0.000003779,0.000317043,0.00158045,0.005667967
3/29/2018,,,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,1.146,111.801,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,1.477,104.807,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,2.718,95.547,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,3.835,101.358,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,,,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618
3/30/2018,,,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,1.146,111.801,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,1.477,104.807,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,2.718,95.547,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,3.835,101.358,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,,,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618
4/2/2018,,,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,1.146,111.801,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,1.477,104.807,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,2.718,95.547,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,3.849,101.246,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618,,,IG1,41.2,0.000003759,0.000316169,0.001577671,0.0056618
4/3/2018,,,IG1,42.3,0.000004287,0.000340381,0.001660944,0.005875136,1.154,111.73,IG1,42.3,0.000004287,0.000340381,0.001660944,0.005875136,1.481,104.763,IG1,42.3,0.000004287,0.000340381,0.001660944,0.005875136,2.734,95.401,IG1,42.3,0.000004287,0.000340381,0.001660944,0.005875136,3.863,101.125,IG1,42.3,0.000004287,0.000340381,0.001660944,0.005875136,,,IG1,42.3,0.000004287,0.000340381,0.001660944,0.005875136
4/4/2018,,,IG1,42.3,0.000004221,0.000337504,0.001651235,0.005850779,1.15,111.755,IG1,42.3,0.000004221,0.000337504,0.001651235,0.005850779,1.476,104.813,IG1,42.3,0.000004221,0.000337504,0.001651235,0.005850779,2.743,95.318,IG1,42.3,0.000004221,0.000337504,0.001651235,0.005850779,3.875,101.029,IG1,42.3,0.000004221,0.000337504,0.001651235,0.005850779,,,IG1,42.3,0.000004221,0.000337504,0.001651235,0.005850779
4/5/2018,,,IG1,42.2,0.000004117,0.000332695,0.001634567,0.005807388,1.159,111.671,IG1,42.2,0.000004117,0.000332695,0.001634567,0.005807388,1.484,104.736,IG1,42.2,0.000004117,0.000332695,0.001634567,0.005807388,2.78,94.981,IG1,42.2,0.000004117,0.000332695,0.001634567,0.005807388,3.85,101.237,IG1,42.2,0.000004117,0.000332695,0.001634567,0.005807388,,,IG1,42.2,0.000004117,0.000332695,0.001634567,0.005807388
4/6/2018,,,IG1,42.3,0.000004323,0.00034213,0.00166717,0.005892024,1.134,111.87,IG1,42.3,0.000004323,0.00034213,0.00166717,0.005892024,1.451,105.042,IG1,42.3,0.000004323,0.00034213,0.00166717,0.005892024,2.752,95.246,IG1,42.3,0.000004323,0.00034213,0.00166717,0.005892024,3.789,101.742,IG1,42.3,0.000004323,0.00034213,0.00166717,0.005892024,,,IG1,42.3,0.000004323,0.00034213,0.00166717,0.005892024
4/9/2018,,,IG1,43.3,0.000004356,0.000343552,0.001671972,0.005904104,1.142,111.801,IG1,43.3,0.000004356,0.000343552,0.001671972,0.005904104,1.453,105.02,IG1,43.3,0.000004356,0.000343552,0.001671972,0.005904104,2.763,95.145,IG1,43.3,0.000004356,0.000343552,0.001671972,0.005904104,3.79,101.732,IG1,43.3,0.000004356,0.000343552,0.001671972,0.005904104,,,IG1,43.3,0.000004356,0.000343552,0.001671972,0.005904104
4/10/2018,,,IG1,43.4,0.000004399,0.00034541,0.001678101,0.005918989,1.153,111.714,IG1,43.4,0.000004399,0.00034541,0.001678101,0.005918989,1.457,104.981,IG1,43.4,0.000004399,0.00034541,0.001678101,0.005918989,2.761,95.167,IG1,43.4,0.000004399,0.00034541,0.001678101,0.005918989,3.811,101.561,IG1,43.4,0.000004399,0.00034541,0.001678101,0.005918989,,,IG1,43.4,0.000004399,0.00034541,0.001678101,0.005918989
4/11/2018,,,IG1,43.9,0.000005081,0.000374468,0.001775527,0.006164316,1.14,111.81,IG1,43.9,0.000005081,0.000374468,0.001775527,0.006164316,1.434,105.203,IG1,43.9,0.000005081,0.000374468,0.001775527,0.006164316,2.742,95.34,IG1,43.9,0.000005081,0.000374468,0.001775527,0.006164316,3.783,101.793,IG1,43.9,0.000005081,0.000374468,0.001775527,0.006164316,,,IG1,43.9,0.000005081,0.000374468,0.001775527,0.006164316
4/12/2018,,,IG1,44.1,0.000005334,0.000384714,0.001809181,0.006247463,1.131,111.875,IG1,44.1,0.000005334,0.000384714,0.001809181,0.006247463,1.422,105.311,IG1,44.1,0.000005334,0.000384714,0.001809181,0.006247463,2.795,94.852,IG1,44.1,0.000005334,0.000384714,0.001809181,0.006247463,3.832,101.379,IG1,44.1,0.000005334,0.000384714,0.001809181,0.006247463,,,IG1,44.1,0.000005334,0.000384714,0.001809181,0.006247463
4/13/2018,,,IG1,44.3,0.000005605,0.000395623,0.001845085,0.006337013,1.113,112.017,IG1,44.3,0.000005605,0.000395623,0.001845085,0.006337013,1.398,105.535,IG1,44.3,0.000005605,0.000395623,0.001845085,0.006337013,2.743,95.338,IG1,44.3,0.000005605,0.000395623,0.001845085,0.006337013,3.816,101.516,IG1,44.3,0.000005605,0.000395623,0.001845085,0.006337013,,,IG1,44.3,0.000005605,0.000395623,0.001845085,0.006337013
4/16/2018,,,IG1,45.4,0.00000568,0.00039846,0.00185404,0.00635803,1.114,112.004,IG1,45.4,0.00000568,0.00039846,0.00185404,0.00635803,1.398,105.538,IG1,45.4,0.00000568,0.00039846,0.00185404,0.00635803,2.762,95.156,IG1,45.4,0.00000568,0.00039846,0.00185404,0.00635803,3.842,101.301,IG1,45.4,0.00000568,0.00039846,0.00185404,0.00635803,,,IG1,45.4,0.00000568,0.00039846,0.00185404,0.00635803
4/17/2018,,,IG1,45.2,0.000005407,0.000387871,0.001819993,0.006275948,1.093,112.171,IG1,45.2,0.000005407,0.000387871,0.001819993,0.006275948,1.371,105.786,IG1,45.2,0.000005407,0.000387871,0.001819993,0.006275948,2.714,95.605,IG1,45.2,0.000005407,0.000387871,0.001819993,0.006275948,3.859,101.157,IG1,45.2,0.000005407,0.000387871,0.001819993,0.006275948,,,IG1,45.2,0.000005407,0.000387871,0.001819993,0.006275948
4/18/2018,,,IG1,45,0.000005203,0.000379455,0.00179197,0.006205111,1.109,112.032,IG1,45,0.000005203,0.000379455,0.00179197,0.006205111,1.394,105.573,IG1,45,0.000005203,0.000379455,0.00179197,0.006205111,2.683,95.886,IG1,45,0.000005203,0.000379455,0.00179197,0.006205111,3.881,100.976,IG1,45,0.000005203,0.000379455,0.00179197,0.006205111,,,IG1,45,0.000005203,0.000379455,0.00179197,0.006205111
4/19/2018,,,IG1,45.5,0.000005875,0.000405598,0.001876185,0.006408666,1.164,111.579,IG1,45.5,0.000005875,0.000405598,0.001876185,0.006408666,1.458,104.961,IG1,45.5,0.000005875,0.000405598,0.001876185,0.006408666,2.781,94.993,IG1,45.5,0.000005875,0.000405598,0.001876185,0.006408666,3.927,100.598,IG1,45.5,0.000005875,0.000405598,0.001876185,0.006408666,,,IG1,45.5,0.000005875,0.000405598,0.001876185,0.006408666
4/20/2018,,,IG1,45.4,0.000005752,0.000400825,0.001860773,0.006371037,1.148,111.706,IG1,45.4,0.000005752,0.000400825,0.001860773,0.006371037,1.45,105.038,IG1,45.4,0.000005752,0.000400825,0.001860773,0.006371037,2.744,95.329,IG1,45.4,0.000005752,0.000400825,0.001860773,0.006371037,3.986,100.108,IG1,45.4,0.000005752,0.000400825,0.001860773,0.006371037,,,IG1,45.4,0.000005752,0.000400825,0.001860773,0.006371037
4/23/2018,,,IG1,45.8,0.00000527,0.000381215,0.001795486,0.006205254,1.181,111.435,IG1,45.8,0.00000527,0.000381215,0.001795486,0.006205254,1.485,104.703,IG1,45.8,0.00000527,0.000381215,0.001795486,0.006205254,2.793,94.887,IG1,45.8,0.00000527,0.000381215,0.001795486,0.006205254,4.012,99.895,IG1,45.8,0.00000527,0.000381215,0.001795486,0.006205254,,,IG1,45.8,0.00000527,0.000381215,0.001795486,0.006205254
4/24/2018,,,IG1,45.7,0.000005167,0.000377057,0.001781868,0.006171735,1.185,111.399,IG1,45.7,0.000005167,0.000377057,0.001781868,0.006171735,1.482,104.736,IG1,45.7,0.000005167,0.000377057,0.001781868,0.006171735,2.797,94.848,IG1,45.7,0.000005167,0.000377057,0.001781868,0.006171735,4.051,99.58,IG1,45.7,0.000005167,0.000377057,0.001781868,0.006171735,,,IG1,45.7,0.000005167,0.000377057,0.001781868,0.006171735
4/25/2018,,,IG1,45.5,0.000004898,0.000365632,0.001743274,0.006072706,1.191,111.351,IG1,45.5,0.000004898,0.000365632,0.001743274,0.006072706,1.492,104.64,IG1,45.5,0.000004898,0.000365632,0.001743274,0.006072706,2.805,94.781,IG1,45.5,0.000004898,0.000365632,0.001743274,0.006072706,4.114,99.074,IG1,45.5,0.000004898,0.000365632,0.001743274,0.006072706,,,IG1,45.5,0.000004898,0.000365632,0.001743274,0.006072706
4/26/2018,,,IG1,45.3,0.000004653,0.000355561,0.001710247,0.00599223,1.153,111.638,IG1,45.3,0.000004653,0.000355561,0.001710247,0.00599223,1.452,105.01,IG1,45.3,0.000004653,0.000355561,0.001710247,0.00599223,2.769,95.111,IG1,45.3,0.000004653,0.000355561,0.001710247,0.00599223,4.06,99.509,IG1,45.3,0.000004653,0.000355561,0.001710247,0.00599223,,,IG1,45.3,0.000004653,0.000355561,0.001710247,0.00599223
4/27/2018,,,IG1,46,0.000005448,0.00038859,0.001820269,0.006268831,1.131,111.81,IG1,46,0.000005448,0.00038859,0.001820269,0.006268831,1.43,105.216,IG1,46,0.000005448,0.00038859,0.001820269,0.006268831,2.704,95.704,IG1,46,0.000005448,0.00038859,0.001820269,0.006268831,4.049,99.598,IG1,46,0.000005448,0.00038859,0.001820269,0.006268831,,,IG1,46,0.000005448,0.00038859,0.001820269,0.006268831
4/30/2018,,,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181,1.117,111.921,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181,1.416,105.339,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181,2.669,96.033,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181,4.063,99.485,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181,,,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181
5/1/2018,,,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181,1.117,111.921,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181,1.416,105.339,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181,2.658,96.133,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181,4.075,99.386,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181,,,IG1,47.4,0.000006344,0.000423449,0.0019338,0.006550181
5/2/2018,,,IG1,48.9,0.000008755,0.000506948,0.002194462,0.00717468,1.132,111.796,IG1,48.9,0.000008755,0.000506948,0.002194462,0.00717468,1.435,105.159,IG1,48.9,0.000008755,0.000506948,0.002194462,0.00717468,2.707,95.685,IG1,48.9,0.000008755,0.000506948,0.002194462,0.00717468,4.059,99.52,IG1,48.9,0.000008755,0.000506948,0.002194462,0.00717468,,,IG1,48.9,0.000008755,0.000506948,0.002194462,0.00717468
5/3/2018,,,IG1,48.6,0.000008365,0.000494748,0.002158331,0.007093609,1.097,112.06,IG1,48.6,0.000008365,0.000494748,0.002158331,0.007093609,1.407,105.42,IG1,48.6,0.000008365,0.000494748,0.002158331,0.007093609,2.647,96.237,IG1,48.6,0.000008365,0.000494748,0.002158331,0.007093609,4.061,99.503,IG1,48.6,0.000008365,0.000494748,0.002158331,0.007093609,,,IG1,48.6,0.000008365,0.000494748,0.002158331,0.007093609
5/4/2018,,,IG1,45.8,0.000004483,0.000348269,0.001685812,0.005931027,1.116,111.906,IG1,45.8,0.000004483,0.000348269,0.001685812,0.005931027,1.442,105.094,IG1,45.8,0.000004483,0.000348269,0.001685812,0.005931027,2.673,96,IG1,45.8,0.000004483,0.000348269,0.001685812,0.005931027,4.065,99.468,IG1,45.8,0.000004483,0.000348269,0.001685812,0.005931027,,,IG1,45.8,0.000004483,0.000348269,0.001685812,0.005931027
5/7/2018,,,IG1,46.1,0.000004461,0.000347382,0.00168299,0.005924544,1.109,111.963,IG1,46.1,0.000004461,0.000347382,0.00168299,0.005924544,1.434,105.163,IG1,46.1,0.000004461,0.000347382,0.00168299,0.005924544,2.673,96,IG1,46.1,0.000004461,0.000347382,0.00168299,0.005924544,4.076,99.378,IG1,46.1,0.000004461,0.000347382,0.00168299,0.005924544,,,IG1,46.1,0.000004461,0.000347382,0.00168299,0.005924544
5/8/2018,,,IG1,46,0.000004317,0.000340793,0.001660062,0.005864148,1.13,111.785,IG1,46,0.000004317,0.000340793,0.001660062,0.005864148,1.476,104.77,IG1,46,0.000004317,0.000340793,0.001660062,0.005864148,2.723,95.539,IG1,46,0.000004317,0.000340793,0.001660062,0.005864148,4.082,99.329,IG1,46,0.000004317,0.000340793,0.001660062,0.005864148,,,IG1,46,0.000004317,0.000340793,0.001660062,0.005864148
5/9/2018,,,IG1,46,0.000004344,0.000340905,0.001657568,0.005852097,1.132,111.769,IG1,46,0.000004344,0.000340905,0.001657568,0.005852097,1.482,104.717,IG1,46,0.000004344,0.000340905,0.001657568,0.005852097,2.741,95.376,IG1,46,0.000004344,0.000340905,0.001657568,0.005852097,4.041,99.667,IG1,46,0.000004344,0.000340905,0.001657568,0.005852097,,,IG1,46,0.000004344,0.000340905,0.001657568,0.005852097
5/10/2018,,,IG1,47.4,0.000005925,0.000405798,0.001872607,0.006389852,1.128,111.785,IG1,47.4,0.000005925,0.000405798,0.001872607,0.006389852,1.487,104.663,IG1,47.4,0.000005925,0.000405798,0.001872607,0.006389852,2.706,95.697,IG1,47.4,0.000005925,0.000405798,0.001872607,0.006389852,4.017,99.857,IG1,47.4,0.000005925,0.000405798,0.001872607,0.006389852,,,IG1,47.4,0.000005925,0.000405798,0.001872607,0.006389852
5/11/2018,,,IG1,47.3,0.000005849,0.000402714,0.001862293,0.006363265,1.136,111.717,IG1,47.3,0.000005849,0.000402714,0.001862293,0.006363265,1.488,104.65,IG1,47.3,0.000005849,0.000402714,0.001862293,0.006363265,2.726,95.522,IG1,47.3,0.000005849,0.000402714,0.001862293,0.006363265,3.993,100.049,IG1,47.3,0.000005849,0.000402714,0.001862293,0.006363265,,,IG1,47.3,0.000005849,0.000402714,0.001862293,0.006363265
5/14/2018,,,IG1,47.9,0.000005757,0.000398692,0.001848114,0.00632414,1.181,111.352,IG1,47.9,0.000005757,0.000398692,0.001848114,0.00632414,1.537,104.194,IG1,47.9,0.000005757,0.000398692,0.001848114,0.00632414,2.755,95.251,IG1,47.9,0.000005757,0.000398692,0.001848114,0.00632414,4.038,99.686,IG1,47.9,0.000005757,0.000398692,0.001848114,0.00632414,,,IG1,47.9,0.000005757,0.000398692,0.001848114,0.00632414
5/15/2018,,,IG1,48.6,0.000006648,0.000431862,0.00195411,0.006581358,1.209,111.128,IG1,48.6,0.000006648,0.000431862,0.00195411,0.006581358,1.573,103.858,IG1,48.6,0.000006648,0.000431862,0.00195411,0.006581358,2.802,94.832,IG1,48.6,0.000006648,0.000431862,0.00195411,0.006581358,4.119,99.035,IG1,48.6,0.000006648,0.000431862,0.00195411,0.006581358,,,IG1,48.6,0.000006648,0.000431862,0.00195411,0.006581358
5/16/2018,,,IG1,48.5,0.000006496,0.000426656,0.00193828,0.006545609,1.176,111.39,IG1,48.5,0.000006496,0.000426656,0.00193828,0.006545609,1.545,104.116,IG1,48.5,0.000006496,0.000426656,0.00193828,0.006545609,2.793,94.909,IG1,48.5,0.000006496,0.000426656,0.00193828,0.006545609,4.151,98.782,IG1,48.5,0.000006496,0.000426656,0.00193828,0.006545609,,,IG1,48.5,0.000006496,0.000426656,0.00193828,0.006545609
5/17/2018,,,IG1,48.4,0.00000636,0.00042134,0.001920624,0.006500097,1.214,111.078,IG1,48.4,0.00000636,0.00042134,0.001920624,0.006500097,1.587,103.723,IG1,48.4,0.00000636,0.00042134,0.001920624,0.006500097,2.857,94.334,IG1,48.4,0.00000636,0.00042134,0.001920624,0.006500097,4.178,98.566,IG1,48.4,0.00000636,0.00042134,0.001920624,0.006500097,,,IG1,48.4,0.00000636,0.00042134,0.001920624,0.006500097
5/18/2018,,,IG1,47.6,0.000005425,0.000385648,0.001805576,0.006219053,1.17,111.421,IG1,47.6,0.000005425,0.000385648,0.001805576,0.006219053,1.537,104.189,IG1,47.6,0.000005425,0.000385648,0.001805576,0.006219053,2.803,94.825,IG1,47.6,0.000005425,0.000385648,0.001805576,0.006219053,4.123,99.004,IG1,47.6,0.000005425,0.000385648,0.001805576,0.006219053,,,IG1,47.6,0.000005425,0.000385648,0.001805576,0.006219053
5/21/2018,,,IG1,47.9,0.000005112,0.00037319,0.001764993,0.006119737,1.13,111.737,IG1,47.9,0.000005112,0.00037319,0.001764993,0.006119737,1.497,104.557,IG1,47.9,0.000005112,0.00037319,0.001764993,0.006119737,2.793,94.915,IG1,47.9,0.000005112,0.00037319,0.001764993,0.006119737,4.145,98.826,IG1,47.9,0.000005112,0.00037319,0.001764993,0.006119737,,,IG1,47.9,0.000005112,0.00037319,0.001764993,0.006119737
5/22/2018,,,IG1,47.7,0.000004927,0.00036543,0.001738977,0.006053668,1.17,111.41,IG1,47.7,0.000004927,0.00036543,0.001738977,0.006053668,1.548,104.081,IG1,47.7,0.000004927,0.00036543,0.001738977,0.006053668,2.858,94.333,IG1,47.7,0.000004927,0.00036543,0.001738977,0.006053668,4.156,98.745,IG1,47.7,0.000004927,0.00036543,0.001738977,0.006053668,,,IG1,47.7,0.000004927,0.00036543,0.001738977,0.006053668
5/23/2018,,,IG1,47.9,0.000005167,0.000375774,0.001774354,0.006146186,1.15,111.566,IG1,47.9,0.000005167,0.000375774,0.001774354,0.006146186,1.544,104.117,IG1,47.9,0.000005167,0.000375774,0.001774354,0.006146186,2.804,94.815,IG1,47.9,0.000005167,0.000375774,0.001774354,0.006146186,4.099,99.196,IG1,47.9,0.000005167,0.000375774,0.001774354,0.006146186,,,IG1,47.9,0.000005167,0.000375774,0.001774354,0.006146186
